uID,slID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
d270bdbe536ef39d0237ab415ecece5a,4720,401 Sword 1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6e68c034affc1a7bead8d096bb679f2,564,Shag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c673bdf0c1f4dafb04f54cb026f56fb3,5076,turasx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6364c28691bee448daf8aed0ff36eda8,1546,MudzNZ,Mudz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22bce3057778ac0339d23650a60a20d6,3216,Mike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d8ab1df727d637969daa0ba5ae99a9f,1723,Athena 1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a897a0c837c8ead85fea0802c24ebd3f,1908,savagepoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943e705b6eb4b0ad1a41493bf2649e2d,1871,EDGE600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07c728926a3928cb2c11e7e91bc1ae29,5556,Giraffe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb7a3d59d07b244d5e8964c2c2071320,3792,Napoleon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483fea62deadf3afff6321ee7732c939,2455,VF-302 | Ironman | 110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526f2d1f38b4ca6265d1709e3caef5e8,2190,Absolut_Zero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67317e38724639688e3ad1a8a87f369f,1403,Gold Four,Mower,Mook,Reaper,Buck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863169756fc6ef59eee17c28a9f77c81,3845,KomraD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21c6197759fc00aae1ba05e89e2e42ab,2724,falcon91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea3129d5710b8848a21ee2f037f98ff6,814,Caspro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c597632581fd0d9f70fedf04e8f9781,4397,Spartan_758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e6977c497864ea294361bc47dfe1f73,1728,No.54 Dix | RABBIT 24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52dc762af2bf284cac1a2f28f5b569d6,2641,Maco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcbcc933a2be38015e56c775fd889828,1102,ShamrockOneFive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5d1aed4abfc2a11d2729a6bd911a5750,433,7R1P0D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54b06eeee14bcd9be3cd32ca78839cf8,4116,Easy-VR-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b22fd5ebb4fd6ad69d1bd3c4bfee611d,3196,JustAFreud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2ade695bdbc863b22a17ddc985466de,2163,TAURUS 1-1,Whitlock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e800ba7643db965805ed0e41cadf2d7c,3162,Hanz55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d70d73b0b58112f634d7190fbea7338e,4070,VADER 1-1 | McBain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ef22b24d96b549f9d3d69fd24966858,4856,OldHentai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b17902b8e4420d5ac16d8e4ccbaa965,1816,=RvE= Cisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d7e7549ff9805aaf3b8eb7ca51f47297,965,limmyhop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ab405918dfe9bcb78cd7cc3f3132f04e,2652,Banana1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fd35b42ef585ebd4a5ffd3af975f0fbc,3496,sandman_z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bda33e84140bc1065ec8a311d7c527e,321,Bean Flicker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31095ee4d17eb80410952f748f19d43b,1734,MiGMasta253,MiGMasta253 | Bankjob,Bankjob,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26a765872569f48a3b145dbcc1fb3fed,4545,Thump,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df0489c1e944d6b9e294c7088cc74a9e,2107,AutoluxAfter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3bb7b7adf9bf20a16681c172c0060c5,2352,Boozooo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce8c242779c07f32f304deb7933336c8,4761,Rogue 1-1 | Magmaros,Magmaros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ece4000a17c4e6cbe57141d6249735e1,4838,MERLIN | VF-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ea962edf44490622acfeed1e5e625a8,4609,sandro,SeriousWorm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091206130e2d647d4afd6be850730ec4,216,CockOfJustice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173efefe433118923e08da51f4cfa962,2290,Wolfhound,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2b6cc3261d5513faaaffe8a7c157a32,4681,Francisco Diaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81a124d2e7fd3a5201991e4d1255e67b,5068,Maximillius.O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a088d3aed7e06e38cbca45627d04de6a,5379,Harrington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687731439d3285c936f864f9c0a470b5,1739,Seven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e446b2fd506b99f7bc2ca1d57ecd0a13,1018,VF-134 | Zephyr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453247e9761358a8fd40ab86fd91547f,2328,PetheHUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10ffcac5b76950f5dd8980822626ba3f,5296,C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8c9ed8bd405385c582691e51e237a05,298,Archer1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b8e279d70c4090cee35dbed38ac4e684,1026,R. Kelly 1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257bc1e0e8345c57073f73d6b3ea97c4,1517,Armouredpk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34d34aad6b295bde70eaf96550581031,2135,Ribeye12-Coseno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03070a5337485f8ae7af4719f565c72e,4447,Russianpower97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2acc1484101be69396a1c4b61de4e8f,45,Hawk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a07f43ced8abd24ce05775a016815f3,3054,Berk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
de08eb7adcd69da0f66e335682f98f4f,1807,DISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b6a962741dd1bd0f36e5e765b06a6f92,311,[414th]DFA | Selfie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa2691780c6ae51b644a3a84aea04ceb,4872,Wrycu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9718a780937c4a6916428c57d1358ee3,4668,TurtleSquared,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0aa804d3f24a2d30b71682a0aa3d9ace,35,JuanAR10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517ec300cf3921eace1c21c814fb7c90,2890,flashben,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d296eadc4be6adb99c2db8bb2ee7883,2752,Juno,Draco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4cc09f952324302e3a8881a0638d41f3,4867,Xederer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80981e82a3f8b8178c232ddc96d7fe40,1272,XCNuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c849da913d11a1098e73c62b9dff4e41,2299,Vidar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67b0d587324bb97b4b96f405f4c6c0fe,5131,[444th] Spare 11 'Swiper',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4ac7a466e44994983b0b2d7becd4ad4,2415,Oberst2k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6734df676efce23095c2d566e56a5b0a,5403,Badyk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ae303c9a34378f45b5e2c5d15ebfec6,4524,Owl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67eab9b5bc57426e1347a96f380cd79e,4832,Lionreza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f25a734138d7df769484278ca6c718d,5397,SPACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14e41697e52734864652ea2eb3ed82a0,3929,[23|2/3]Meka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f81c7d9d71a5802b280ff6420e9c781e,5245,Wysper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abccd6ac431bd67413d87fed19e8b16f,241,VF-134 | TxT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3fe2126782022c1c1a9700c95f24979d,5099,Gasman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173cf80ff2e4ba57429d6cb0d608bc75,1738,Askilbrei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e08873542a103f10fced3f99867f4b3,3517,S K Y - O N E,S K Y - O N E ✈,101st | SKY ONE ✈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6334a3c04622101d10ad4c0e7524a3db,2822,Mach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c38b2e3c3647473512e5400017df50e,1714,Nikel 11 | 300 | Ritt,Nikel21 | 300 | Ritt,Nikel11 | 300 | Ritt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9dd0261f179cf671b60474eea255b273,3588,LTCOL. MrRogers [6vMAW],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cf8754b0e96cd86acb46d3d3343ba686,2049,Shorty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dc304646a816b98e2f4244664102e82,2234,NNProduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c583f1cb706e6d10b2c9f0ad48e39be,2181,DeputyTootle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c69dcb29f52b7e6b97402b72643d692f,4979,CaptainAlexG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7435549b142a13c7d753a719f9d4d93e,2516,Evangelist of BRRRRRRRRRT,Evangelist of BRRRRT,[dipshit],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928ffca174b9beecbc390f61f777e50b,4570,[CVW-69] SENDIT,[CVW-69] SPANKY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c0b0ea514469cbbb774ae2f6496f906,941,Santi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d64a3aea8240957edc192c9aac911b9,3613,Dome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b831afe7b7ab4ae9ea2ef07f90042cba,1137,=DFA=Tricker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72694b8bf6675a8c0bfa797e1cbbcb74,3431,Phalanx 1-2 | Blackout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70fc4bace44496fa26901318fed95d97,3660,MAD MURPHY,lucky13,Wladolf Putler,nightmare13,nightmare 1-3 / meathook,NIGHTMARE 13 | pigpen,Charlie Brown,luke's dad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ded89348d40340442905cbedf7b6c50c,5532,Crit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a7583661f4d9958830b36c1f25cafbf,5493,thechase136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2aaebc778f888d9a9df3c30ff066f797,5180,NipperySlipples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77babf7f049c1125e21b2d6eec5f183d,3224,GPX-85,rockeyes,longtree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51ef37e74e4cbb487a423fed9a55b891,2604,Shaft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142252706beef9fe3b8c38257b481fa6,1457,Sleeve 2-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842b85d44c03b2ab7411ca5c4518d10f,697,WEASEL 1-1 | Das Sieb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227e87af18da0789e5e484c5ef6fda1f,2578,BroadestOfSwords,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e148e6f0e1e781aa14bf5b28a77f4fa,4284,pvt snailbarf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593532bf97d8aa659c3b84f4a74afe35,4407,Vector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea59792926c6d1296fe633e83e7f96b1,515,[MA] WeX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fc876694b2db6e8f10c46bfd369a3f0e,1501,Samish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58a1dbf76bad64797c57220364aac324,3093,Taosenai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564abc15fc17a267a02e10d699a300f9,2906,EG14_philcrash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f48bc5d09e3c9aa028151d525229f538,200,danko,Viper 9 | Defector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fb047594a583d07cd4492c7269a757f,2569,[T4H] Cdr. Eaglehrt 05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
073c2ae59956b9f6998fa37124c44af2,1342,Mr_Jac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91c1eb1116acd45e8b48ea98798718a5,3487,Aintence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ffb43844181632d1d4a73edce03e84e,1119,Lucifer_de_King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94fc68ac16a2df1ff002966c0d4080b6,3340,Badger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8842a0b1e0e7be9d34ac50237c30ce0,4563,AMVI_Flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f33bf416458e56ce0797d78245ca342f,5342,Joxx74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a46f0740fcbe2a1e7471f4995e10e022,2140,WashOut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
983f2773792fce536a2d41191cf31aaf,626,Sweeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ce0c54e1f81ebadb980ade5d8409ce1,399,[VFA-69 405] Bingo,[CVW-69 425] 8GIGS,[CVW-69] 5GUYS,[CVW-69 405] Bingo,[CVW-69] Daki,UWU 1-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d883a92dd2608dfe0f9e8d71ceba7764,1885,Kingman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd5e480cccb302177b02f3ee9ef74fe4,2236,radio998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d9bd60511c07295e18336d0aacc8e6c0,2503,[62AW] Karma,[T4H] BdKarma84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3f7ac849864dd02a094f803e6580157,3395,Death_Locus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4b8b237cbebc33cb10c2957436fb25b,4041,DIAMOND 2-4 | Marduk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
084b244eca0f07644cd15aa96560c4c7,1695,Scotty_Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cae714048d4e6a91ab305fab4327da8c,308,"MOZ ""PAPPY""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e15fa952ce3706e2760d463aa78c6650,3536,(JR)pilotzander,pilotzander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da0d412e8e57207d9da22ada95613079,2519,Griz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65b456fdc1a4be853e1ab20f1f17328a,3134,Big_Salad,Haute Couture,Destructo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76da910e690db1c5041d50504e109934,2145,[JR] Diamondrath,Diamondrath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd897cda26fcea6bdf0b710b48c93d29,3763,pops,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c443cc111924ff81aab7cd299d6a67d,5617,Fireball,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c0bd371f253cb1dd094b3278e37fb1a,2670,PapaSambo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe788e5f663884846f475559ccd18b4d,5611,o0Joker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124e244d8d382171f530d7b355fa9e0b,3039,UnderBewbies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eae0f8e756dee12c033cb2c0d884ca1e,1077,Sabre 6-2 | GorgeFodder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3fd3262afa9fe80cd18043992323a3ee,4784,Tiger 03 | NextGen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ab961bd65704b9e4c7f7e83d4bdae7f,2500,KuatYards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d931948745285fc8e42adbe35a7dfd50,3520,TJ1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6561ecc8fa6777344ac38cb1b6ed9707,3786,Skinny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23247dbf00bdc6115471cd4c180a4117,3680,WestWing,A2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c671e8deb8e5bdb7bcc19699bad4254f,3125,PhoenixBird42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f504f47fbda3a84b4fb50362f9992928,1370,Keegaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
afec1f2680aff94a880767876055d97d,3402,MrTooTall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2cc5f8bda4f93efe803542b189247cd,3648,Knight,The Crazy Greek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000aa6e0d315ae1830204d18702267ed,5524,DanTheMan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b11a4505fcc03a5b950b65c0a929be0,996,Just Monika,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f4bbeb04ae8ffcdf7c8e4a03026e2b02,1543,Dry Rub Doug,Alaiac,Snakeeater 8-3 | Big Boss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e5b998a1d1d024aa506df4e6b208b9c,3678,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212e9e8fd46eb6208cc42618653238c7,1814,[VFA-102] MariAquila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4f66512fbeae9784b18241ed8950e4a,1796,Aurora 1-1 | Arctic Fox,Arctic Fox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b9c4bd0ce0fa7e22dbb51c9d33ba8f2,2676,JohnMookie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2be692973853632ec682b7880a6f6e09,276,-Mec-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67b31851b112dbe5f75f6b2ec429eda2,4211,chimpbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838b4a096ec1a4c5e7699307261edc94,80,Josco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61a10118883351fe236f7b187edfdfaf,2949,SImon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399d665f3a4fa13adba8a552b6fcf4ee,4164,Airis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815ef2fdecfee9d54862627c4010ffd,2798,gabriele83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
